TIME,SCORE,EMOTION
09:51:,1,anger
02:46:,105,happy
04:27:,1,happy
04:02:,-1,happy
05:00:,2,sad
05:29:,1,neutral
05:16:,0,hate
09:54:,3,neutral
12:47:,1,neutral
07:19:,-2,neutral
04:48:,2,neutral
05:11:,2,neutral
06:52:,0,sad
10:30:,2,neutral
11:20:,1,neutral
05:36:,14,sad
06:40:,0,neutral
04:08:,4,neutral
06:08:,3,neutral
01:57:,0,sad
01:02:,5,neutral
01:49:,1,sad
01:43:,2,happy
02:24:,1,sad
00:40:,1,neutral
01:35:,14,sad
04:18:,24,happy
06:33:,2,sad
05:56:,14,sad
07:04:,1,neutral
06:17:,5,happy
06:24:,2,happy
07:41:,1,neutral
07:36:,2,happy
04:58:,0,anger
05:09:,5,sad
04:39:,7,sad
06:09:,6,sad
04:39:,1,hate
05:00:,2,neutral
07:19:,1,neutral
06:21:,0,hate
06:35:,1,neutral
07:42:,1,neutral
08:35:,1,sad
08:59:,1,happy
05:31:,1,happy
07:12:,1,sad
07:41:,1,happy
06:45:,1,neutral
04:38:,0,hate
05:37:,1,happy
07:40:,1,neutral
06:33:,7,neutral
06:42:,1,happy
05:22:,1,neutral
07:19:,1,neutral
08:36:,-2,neutral
07:04:,1,happy
06:55:,2,neutral
07:59:,1,sad
06:43:,1,sad
07:26:,8,sad
07:44:,4,neutral
04:58:,1,sad
04:21:,1,neutral
07:16:,0,neutral
06:39:,1,anger
07:22:,1,hate
06:55:,1,sad
07:29:,1,sad
05:46:,1,sad
05:48:,4,neutral
05:21:,3,neutral
04:33:,1,neutral
06:13:,0,neutral
04:50:,4,neutral
16:22:,1,sad
05:49:,1,neutral
05:45:,3,sad
07:13:,1081,sad
07:18:,5,happy
05:32:,9,happy
04:39:,13,neutral
06:33:,3,happy
19:16:,3,happy
17:37:,4,sad
06:44:,2,neutral
07:15:,2,sad
10:19:,1,happy
09:12:,7,neutral
06:17:,1,neutral
06:47:,1,neutral
05:43:,1,sad
06:25:,1,happy
06:05:,6,sad
06:50:,5,sad
07:24:,4,happy
06:12:,2,anger
07:38:,1,neutral
08:29:,2,sad
07:43:,1,neutral
17:58:,1,neutral
21:53:,3,sad
04:41:,11,neutral
05:13:,1,sad
06:25:,0,neutral
05:49:,3,neutral
06:06:,2,happy
07:58:,1,sad
12:22:,16,neutral
16:32:,4,happy
18:08:,2,sad
19:04:,1,neutral
05:54:,1,happy
07:23:,164,neutral
07:34:,0,sad
10:25:,2,neutral
10:43:,2,sad
13:29:,3,neutral
11:04:,3,sad
20:54:,3,happy
08:25:,1,sad
16:06:,1,happy
17:24:,4,sad
18:22:,17,neutral
12:03:,1,sad
05:40:,38,hate
06:15:,1,neutral
07:00:,2,neutral
07:36:,96,happy
06:30:,72,happy
05:57:,1,sad
05:32:,3,sad
06:28:,3,happy
08:48:,1,neutral
10:45:,1,neutral
12:04:,0,neutral
18:02:,8,neutral
18:58:,3,sad
22:44:,5,happy
23:33:,2,sad
10:30:,39,happy
08:58:,1,sad
07:37:,1,neutral
06:54:,1,sad
06:52:,-3,neutral
05:14:,1,neutral
06:06:,13,neutral
07:14:,10,neutral
06:53:,61,hate
04:47:,1,sad
05:11:,9,sad
07:21:,2,neutral
02:35:,3,neutral
02:20:,-3,sad
03:00:,0,hate
03:01:,1,neutral
07:13:,1,happy
11:23:,1,neutral
06:21:,8,happy
08:33:,1,happy
10:56:,3,neutral
11:17:,1,neutral
06:06:,2,neutral
06:22:,-13,neutral
07:18:,1,neutral
05:57:,3,neutral
07:56:,3,sad
03:17:,26,neutral
03:30:,11,happy
04:23:,1,sad
14:29:,6,neutral
05:40:,1,sad
06:34:,2,sad
07:04:,1,sad
10:42:,2,happy
14:10:,3,neutral
17:31:,1,neutral
07:58:,-3,neutral
08:05:,1,happy
10:57:,11,neutral
08:44:,5,neutral
06:17:,3,neutral
06:19:,1,sad
07:23:,1,anger
07:27:,1,happy
08:40:,1,neutral
00:21:,0,anger
06:25:,1,sad
06:01:,0,neutral
06:47:,-17,neutral
06:53:,1,sad
06:04:,1,sad
07:08:,5,hate
07:03:,2,sad
19:51:,2,hate
11:24:,2,sad
09:49:,2,sad
09:18:,3,anger
08:35:,1,neutral
05:36:,1,neutral
08:16:,5,neutral
11:21:,1,sad
08:53:,0,neutral
09:54:,25,sad
06:02:,3,neutral
06:15:,3,sad
05:52:,2,happy
06:42:,2,neutral
06:18:,2,neutral
13:56:,1,sad
12:09:,3,happy
16:22:,7,happy
21:02:,2,neutral
22:28:,6,neutral
10:36:,4,sad
10:57:,4,neutral
13:28:,2,sad
19:51:,1,sad
15:11:,1,sad
19:54:,7,neutral
20:09:,6,sad
21:04:,2,happy
12:18:,13,neutral
16:50:,-14,neutral
08:27:,2,happy
08:01:,-4,neutral
08:43:,1,neutral
11:50:,1,neutral
21:57:,1,happy
23:29:,2,neutral
00:32:,1,neutral
02:31:,2,neutral
09:57:,1,sad
08:40:,1,sad
09:29:,0,sad
13:02:,1,neutral
01:02:,1,sad
00:24:,1,neutral
01:22:,3,neutral
06:30:,2,sad
07:13:,3,neutral
07:57:,1,happy
03:43:,3,happy
00:36:,2,sad
08:37:,1,sad
09:18:,3,happy
02:44:,7,happy
04:21:,51,sad
23:36:,7,neutral
00:16:,5,sad
23:05:,36,sad
03:29:,1,neutral
14:45:,-1,sad
16:16:,1,sad
18:28:,12,sad
08:17:,52,sad
09:19:,1,hate
10:11:,9,neutral
16:30:,7,neutral
10:04:,1,neutral
18:44:,-3,neutral
16:28:,70,neutral
20:46:,1,neutral
00:59:,4,neutral
10:59:,1,happy
11:52:,3,sad
16:27:,1,sad
00:09:,12,neutral
03:22:,14,neutral
04:35:,1,neutral
05:41:,3,sad
06:45:,4,sad
04:50:,1,happy
06:16:,2,neutral
06:03:,2,neutral
03:45:,1,sad
04:11:,3,neutral
05:00:,25,neutral
06:28:,3,sad
11:49:,1,neutral
13:06:,1,happy
20:47:,5,neutral
21:20:,1,sad
00:09:,2,sad
21:02:,3,neutral
15:47:,1,anger
15:15:,1,neutral
15:00:,1,hate
21:15:,3,sad
06:52:,3,neutral
17:44:,1,neutral
15:31:,1,sad
07:05:,1,neutral
09:37:,1,neutral
09:46:,7,sad
07:31:,5,happy
08:09:,3,sad
08:19:,3,neutral
12:39:,9,neutral
02:34:,3,neutral
12:57:,-2,sad
18:25:,2,neutral
02:13:,6,happy
03:11:,7,happy
03:58:,49,neutral
06:55:,2,neutral
05:45:,-6,hate
14:55:,14,happy
16:52:,24,neutral
20:43:,6,neutral
18:48:,28,neutral
22:12:,17,sad
23:06:,1,sad
22:07:,1,neutral
22:13:,1,neutral
20:59:,1,happy
17:36:,4,neutral
20:42:,1,neutral
22:45:,1,neutral
22:20:,-1,neutral
00:45:,1,sad
14:37:,2,happy
19:27:,1,neutral
07:05:,2,sad
10:36:,1,sad
01:40:,-1,neutral
00:43:,1,neutral
07:20:,2,sad
09:54:,2,happy
10:47:,1,neutral
11:37:,3,neutral
09:48:,1,neutral
11:45:,74,neutral
11:05:,1,neutral
23:00:,6,sad
00:13:,2,happy
01:41:,7,anger
05:53:,0,neutral
02:19:,22,neutral
05:38:,11,happy
05:16:,2,neutral
05:02:,22,sad
06:44:,2,neutral
22:22:,1,sad
23:03:,2,sad
19:55:,2,neutral
02:03:,1,sad
04:52:,141,sad
01:15:,3,sad
07:54:,6,sad
07:00:,6,neutral
07:24:,2,neutral
04:46:,2,sad
07:35:,-4,neutral
22:41:,0,sad
07:01:,17,neutral
05:05:,0,sad
13:21:,1,sad
17:14:,0,neutral
20:14:,3,hate
21:00:,8,neutral
21:42:,-11,neutral
02:30:,1,happy
06:59:,3,sad
02:39:,1,happy
01:07:,1,neutral
00:44:,18,neutral
00:42:,-1,sad
23:34:,56,neutral
22:23:,1,sad
02:12:,-1,happy
00:12:,-1,neutral
00:44:,2,sad
23:41:,9,neutral
00:23:,2,sad
07:58:,1,neutral
00:54:,1,neutral
01:01:,2,sad
05:05:,1,neutral
06:48:,3,happy
07:34:,3,sad
06:51:,2,sad
06:48:,1,neutral
18:56:,1,neutral
19:55:,1,neutral
12:59:,1,neutral
14:52:,20,sad
19:02:,15,happy
23:12:,25,neutral
23:40:,42,sad
01:34:,14,sad
06:37:,-5,sad
21:25:,2,sad
19:51:,51,sad
23:04:,2,neutral
01:06:,1,sad
01:30:,1,sad
02:06:,5,sad
05:00:,3,happy
03:49:,2,happy
01:45:,1,neutral
02:43:,1,sad
23:19:,82,happy
23:58:,1,happy
19:53:,2,happy
01:09:,26,happy
02:20:,-7,neutral
06:46:,2,neutral
04:33:,9,happy
06:23:,6,neutral
12:03:,30,neutral
12:25:,3,sad
15:37:,1,neutral
04:38:,8,sad
15:16:,8,anger
15:56:,4,neutral
18:16:,142,neutral
17:52:,1,neutral
20:25:,12,hate
22:08:,0,happy
22:24:,13,happy
00:28:,2,anger
07:09:,3,neutral
02:23:,10,sad
04:22:,1,neutral
02:38:,5,neutral
04:27:,5,sad
11:08:,19,happy
17:20:,1,neutral
23:17:,1,neutral
23:33:,3,neutral
23:42:,1,neutral
01:46:,4,neutral
23:13:,1,neutral
23:56:,14,neutral
00:58:,3,neutral
05:32:,1,neutral
04:14:,3,neutral
04:23:,2,happy
06:43:,1,sad
06:57:,8,neutral
23:41:,1,neutral
02:23:,2,sad
03:06:,1,neutral
07:46:,3,sad
06:05:,34,anger
03:15:,17,neutral
05:30:,1,sad
05:44:,1,neutral
07:03:,3,neutral
09:09:,1,happy
04:26:,7,neutral
02:15:,4,neutral
02:23:,1,sad
05:00:,10,neutral
00:03:,1,neutral
05:16:,16,neutral
12:13:,1,neutral
03:35:,-1,sad
01:49:,2,neutral
04:33:,1,neutral
04:05:,1,neutral
05:27:,1,sad
02:08:,1,sad
03:50:,0,neutral
01:28:,8,neutral
02:04:,21,hate
11:25:,18,happy
12:15:,6,neutral
12:06:,1,neutral
03:43:,-27,neutral
03:31:,2,hate
07:30:,1,sad
04:18:,1,sad
05:56:,1,neutral
02:30:,83,happy
05:53:,3,happy
04:07:,1,happy
12:45:,14,neutral
15:13:,1,sad
20:26:,-9,hate
23:47:,3,happy
21:40:,1,neutral
05:07:,15,sad
04:24:,3,neutral
06:04:,3,sad
07:06:,1,hate
04:45:,10,neutral
02:58:,42,neutral
04:38:,-24,sad
06:36:,56,sad
22:40:,2,neutral
04:21:,1,sad
07:27:,1,sad
05:25:,1,happy
23:16:,6,sad
12:19:,31,neutral
15:37:,11,neutral
16:11:,1,happy
01:02:,1,neutral
06:52:,2,sad
05:16:,1,neutral
05:40:,4,neutral
01:00:,1,neutral
01:19:,3,sad
03:47:,6,neutral
02:27:,1,neutral
03:04:,0,neutral
00:26:,0,neutral
04:13:,1,neutral
06:28:,1,neutral
07:40:,2,sad
06:35:,11,neutral
21:17:,1,neutral
17:07:,9,neutral
00:05:,1,hate
01:01:,12,neutral
01:29:,2,happy
04:53:,1,sad
08:29:,1,neutral
01:58:,1,neutral
02:55:,1,sad
05:17:,1,sad
03:49:,1,hate
05:02:,2,hate
10:03:,1,neutral
09:45:,7,happy
15:36:,2,happy
03:11:,3,neutral
01:04:,1,neutral
05:35:,0,neutral
00:36:,1,neutral
02:50:,4,neutral
07:26:,19,happy
07:09:,2,happy
03:43:,8,neutral
16:28:,1,neutral
07:17:,13,sad
07:15:,1,neutral
10:51:,2,sad
14:14:,1,sad
22:47:,4,neutral
00:06:,4,happy
23:16:,1,neutral
03:25:,0,sad
09:14:,3,neutral
23:31:,-3,neutral
22:21:,1,sad
20:26:,13,sad
01:36:,0,neutral
02:44:,6,neutral
03:46:,100,neutral
02:03:,10,sad
22:40:,0,neutral
23:43:,3,sad
03:37:,10,happy
03:41:,1,neutral
04:32:,1,sad
12:10:,0,happy
05:49:,1,sad
05:54:,4,neutral
01:21:,2,sad
06:19:,1,neutral
01:43:,10,sad
02:00:,2,neutral
23:20:,194,neutral
23:52:,355,sad
06:09:,-5,sad
07:31:,1,sad
05:15:,23,neutral
22:13:,7,neutral
21:59:,1,neutral
05:03:,1,sad
05:27:,1,sad
02:52:,307,neutral
04:52:,1,neutral
03:08:,1,neutral
04:30:,2,happy
19:17:,27,sad
19:55:,1,neutral
10:04:,1,sad
06:36:,4,neutral
14:58:,1,neutral
20:44:,1,sad
01:01:,17,neutral
02:30:,11,neutral
02:40:,3,neutral
05:56:,1,neutral
04:01:,1,happy
08:59:,4,neutral
23:01:,40,neutral
21:43:,1,neutral
01:39:,153,neutral
12:46:,1,happy
16:29:,1,sad
23:58:,5,happy
06:55:,1,sad
16:49:,0,neutral
03:47:,7,neutral
02:19:,1,neutral
05:07:,1,sad
03:45:,9,neutral
06:47:,1,sad
05:10:,4,sad
23:57:,2,sad
03:24:,0,neutral
18:42:,2,neutral
02:35:,2,neutral
02:34:,5,sad
06:03:,49,neutral
07:10:,0,neutral
01:47:,3,neutral
08:33:,1,hate
00:53:,3,sad
02:34:,-4,hate
02:48:,2,neutral
06:20:,12,anger
19:20:,1,neutral
02:35:,1,neutral
03:35:,1,sad
20:54:,18,sad
06:59:,1,sad
14:38:,5,neutral
12:04:,2,neutral
08:38:,3,sad
00:05:,4,neutral
07:02:,-3,sad
23:07:,1,happy
03:54:,1,sad
06:52:,2,sad
02:35:,1,hate
05:27:,45,neutral
00:56:,1,neutral
03:20:,3,sad
23:24:,13,neutral
05:37:,1,neutral
04:40:,4,neutral
00:59:,1,sad
04:03:,54,neutral
10:52:,1,neutral
23:09:,9,neutral
07:45:,2,sad
12:20:,4,neutral
04:25:,3,neutral
02:56:,-1,neutral
06:03:,4,neutral
04:07:,1,sad
05:24:,0,sad
05:54:,10,sad
12:24:,1,sad
12:51:,1,neutral
03:26:,8,neutral
03:38:,7,neutral
05:14:,7,neutral
04:21:,31,neutral
03:57:,8,neutral
03:45:,1,neutral
05:53:,2,happy
07:31:,3,hate
03:00:,1,neutral
03:30:,1,neutral
07:08:,2,sad
07:46:,1,neutral
14:15:,1,sad
19:27:,10,anger
00:31:,2,neutral
11:23:,6,neutral
05:11:,25,sad
06:27:,2,happy
07:31:,2,happy
04:51:,1,sad
00:31:,288,sad
02:53:,33,sad
06:56:,1,sad
17:43:,4,neutral
07:30:,48,sad
04:43:,1,neutral
12:07:,1,happy
00:35:,1,neutral
05:59:,1,neutral
06:05:,4,neutral
08:32:,3,neutral
09:02:,4,anger
15:13:,67,neutral
22:02:,0,neutral
03:42:,1,neutral
05:31:,1,neutral
07:36:,1,neutral
15:28:,5,sad
03:45:,0,neutral
08:49:,4,neutral
08:26:,1,neutral
09:15:,1,sad
08:57:,-1,sad
08:36:,-1,neutral
08:01:,114,neutral
08:49:,6,happy
08:55:,1,sad
08:10:,0,sad
09:17:,2,sad
09:16:,44,neutral
08:38:,2,neutral
08:10:,2,neutral
09:14:,4,happy
09:08:,3,happy
08:50:,-12,sad
09:30:,18,neutral
08:40:,-2,happy
09:45:,1,sad
09:37:,1,neutral
08:18:,42,neutral
08:26:,3,happy
09:12:,1,happy
09:20:,2,neutral
09:11:,2,neutral
08:11:,-1,neutral
09:17:,1,neutral
09:46:,1,happy
08:28:,1,happy
09:32:,3,neutral
08:25:,79,happy
08:29:,-1,sad
08:07:,1,sad
08:53:,422,happy
09:08:,1,sad
08:43:,2,neutral
08:49:,12,sad
10:10:,3,sad
08:36:,10,neutral
08:23:,9,sad
08:11:,4,happy
09:09:,4,happy
09:23:,-10,neutral
09:21:,4,neutral
09:38:,2,neutral
08:21:,1,sad
08:30:,2,hate
08:01:,2,neutral
08:44:,2,sad
09:02:,2,neutral
08:41:,5,hate
08:11:,6,anger
08:22:,1,neutral
08:24:,1,neutral
09:18:,30,neutral
09:40:,2,sad
09:17:,38,neutral
08:14:,4,neutral
08:16:,8,neutral
09:07:,6,neutral
08:24:,3,neutral
09:15:,1,neutral
09:36:,1,happy
08:43:,1,happy
09:50:,1,anger
10:03:,3,hate
09:05:,3,sad
08:00:,8,sad
08:59:,32,sad
09:21:,9,anger
10:05:,5,happy
08:55:,1,neutral
09:09:,243,neutral
08:52:,11,sad
08:24:,2,neutral
09:11:,3,sad
08:04:,5,neutral
08:56:,1,neutral
08:17:,3,neutral
09:15:,22,happy
08:34:,17,hate
08:38:,3,happy
10:12:,1,hate
09:53:,13,neutral
08:16:,9,happy
08:18:,2,neutral
08:58:,1,neutral
09:38:,20,happy
08:57:,5,neutral
08:53:,1,sad
08:42:,14,neutral
08:00:,5,neutral
08:35:,213,happy
09:16:,2,neutral
09:15:,1,neutral
09:57:,2,happy
10:04:,2,sad
08:16:,291,happy
08:28:,5,hate
08:15:,1,sad
08:00:,1,hate
08:12:,-17,happy
09:09:,1,happy
09:58:,2,sad
08:52:,1,happy
08:32:,2,sad
09:17:,3,neutral
10:41:,19,anger
11:07:,2,happy
11:40:,9,sad
11:23:,1,hate
10:17:,3,neutral
09:56:,1,happy
10:25:,1,neutral
10:21:,1,happy
11:18:,1,happy
10:49:,3,neutral
10:47:,6,neutral
11:11:,9,neutral
11:32:,1,neutral
11:05:,2,neutral
11:25:,1,neutral
10:55:,0,neutral
10:30:,2,neutral
10:48:,1,neutral
11:21:,11,neutral
11:05:,254,neutral
10:19:,1,hate
10:52:,1,neutral
09:50:,1,neutral
11:06:,1,hate
11:07:,2,sad
09:54:,37,sad
10:41:,2,neutral
11:26:,1,neutral
12:00:,2,sad
11:40:,0,happy
12:15:,-1,neutral
10:46:,1,neutral
11:33:,1,happy
10:03:,24,happy
11:12:,1,sad
10:43:,5,neutral
10:31:,3,neutral
09:31:,2,happy
09:49:,4,neutral
10:30:,1,neutral
10:11:,1,sad
09:39:,2,sad
10:13:,1,happy
10:07:,1,happy
11:01:,1,sad
10:30:,1,neutral
11:28:,1,happy
11:31:,45,neutral
11:50:,1,happy
12:44:,6,sad
10:55:,22,sad
10:04:,4,hate
11:02:,8,neutral
11:47:,102,neutral
12:43:,-1,hate
14:05:,1,happy
10:19:,1,sad
09:48:,1,neutral
11:07:,-2,sad
11:15:,2,sad
12:31:,1,neutral
10:47:,1,sad
12:37:,2,neutral
13:00:,2,sad
10:09:,0,sad
11:19:,22,neutral
10:47:,1,neutral
11:58:,1,happy
12:27:,23,neutral
13:10:,1,neutral
10:32:,1,happy
11:27:,1,neutral
10:19:,2,sad
12:04:,2,sad
09:51:,1,sad
09:34:,-3,neutral
10:22:,12,neutral
11:58:,-4,happy
12:43:,3,sad
10:28:,0,happy
12:34:,1,happy
10:42:,2,sad
13:58:,2,neutral
10:26:,2,neutral
11:24:,31,neutral
10:44:,3,neutral
11:01:,1,neutral
10:49:,4,happy
10:58:,3,neutral
11:34:,1,sad
11:39:,1,neutral
12:14:,1,sad
11:48:,8,sad
11:13:,1,sad
11:44:,1,neutral
11:49:,46,happy
12:56:,3,neutral
13:48:,1,sad
14:10:,1,sad
14:50:,0,sad
11:53:,10,neutral
13:41:,2,sad
12:22:,2,neutral
13:31:,2,sad
14:02:,2,neutral
13:41:,8,neutral
10:08:,1,sad
11:47:,2,neutral
12:36:,10,sad
10:08:,3,neutral
11:46:,1,sad
13:12:,2,neutral
13:37:,1,neutral
14:36:,1,sad
12:12:,14,neutral
11:45:,1,anger
13:02:,1,neutral
11:59:,2,happy
11:58:,2,happy
13:47:,1,sad
12:27:,35,sad
12:21:,2,happy
11:33:,1,sad
13:53:,3,neutral
13:00:,9,sad
13:43:,1,happy
11:41:,2,neutral
11:54:,0,neutral
12:00:,1,neutral
12:15:,0,neutral
13:27:,2,neutral
12:10:,1,sad
15:08:,1,sad
14:39:,0,sad
15:47:,2,sad
16:18:,7,neutral
12:30:,1,neutral
12:59:,1,anger
16:33:,1,neutral
15:18:,4,neutral
13:16:,2,neutral
12:48:,4,neutral
15:11:,1,neutral
13:31:,3,sad
15:34:,5,sad
13:38:,24,happy
15:32:,1,sad
14:22:,6,neutral
15:36:,1,happy
12:09:,3,happy
13:21:,15,neutral
14:08:,13,neutral
13:49:,1,neutral
14:29:,1,neutral
15:24:,22,sad
13:18:,3,anger
14:02:,1,neutral
13:17:,3,happy
13:48:,1,anger
15:21:,36,sad
19:09:,3,happy
13:00:,3,sad
13:32:,3,sad
14:58:,1,neutral
14:51:,1,neutral
12:04:,58,neutral
10:12:,6,neutral
10:39:,6,sad
13:04:,1,neutral
16:08:,2,happy
12:05:,8,neutral
12:59:,5,sad
12:23:,10,anger
13:36:,1,neutral
15:30:,-2,happy
13:05:,0,hate
14:00:,4,sad
13:17:,1,happy
14:08:,10,sad
17:36:,583,sad
18:35:,3,sad
14:08:,4,neutral
16:40:,1,neutral
17:37:,17,neutral
13:55:,1,happy
15:19:,2,sad
14:12:,2,neutral
15:43:,5,happy
18:54:,0,happy
17:25:,-5,neutral
18:09:,1,happy
17:11:,57,happy
18:33:,9,neutral
12:45:,1,neutral
13:09:,1,neutral
15:42:,22,neutral
15:18:,56,neutral
18:14:,7,neutral
15:33:,3,neutral
16:19:,5,happy
14:45:,1,happy
13:49:,1,neutral
14:59:,1,neutral
15:54:,34,neutral
16:16:,6,neutral
16:39:,-1,sad
16:40:,1,sad
17:20:,-1,neutral
15:20:,6,sad
16:07:,1,happy
19:42:,1,neutral
17:48:,26,neutral
18:59:,6,happy
15:20:,1,happy
16:34:,1,happy
14:03:,-12,happy
14:39:,1,neutral
15:38:,1,sad
17:21:,2,happy
19:33:,1,neutral
18:05:,1,sad
19:59:,34,neutral
16:52:,1,happy
16:51:,10,neutral
18:21:,1,neutral
17:56:,5,sad
20:19:,4,neutral
22:46:,17,neutral
16:08:,1,happy
13:52:,12,sad
18:21:,5,sad
14:25:,2,sad
16:16:,2,happy
19:48:,9,neutral
18:08:,6,sad
16:18:,1,neutral
18:47:,9,neutral
18:44:,2,neutral
17:55:,3,neutral
15:48:,3,neutral
15:07:,1,happy
15:05:,2,happy
19:13:,-2,neutral
17:08:,1,sad
15:53:,3,happy
18:53:,1,happy
17:02:,3,sad
18:24:,1,neutral
16:46:,0,happy
18:35:,24,happy
19:47:,2,hate
17:17:,2,neutral
16:07:,37,sad
18:23:,2,neutral
21:45:,2,happy
18:24:,5,neutral
18:16:,60,sad
19:31:,0,neutral
21:12:,1,neutral
14:51:,1,happy
16:19:,1,happy
17:41:,2,happy
18:44:,1,neutral
14:29:,1,sad
18:42:,1,neutral
14:43:,1,happy
15:15:,0,happy
15:50:,1,happy
16:46:,1,sad
20:07:,1,happy
18:20:,2,happy
17:59:,12,neutral
17:54:,1,neutral
16:48:,3,neutral
18:32:,1,neutral
18:49:,2,neutral
17:41:,1,sad
18:53:,1,neutral
18:53:,2,happy
18:12:,1,sad
19:44:,12,neutral
21:12:,5,sad
14:11:,21,neutral
17:33:,37,hate
16:59:,3,sad
16:05:,1,neutral
19:26:,1,sad
19:10:,0,hate
16:48:,2,neutral
15:56:,5,neutral
17:37:,13,sad
17:39:,4,neutral
19:13:,-2,neutral
16:49:,12,neutral
15:08:,83,happy
20:20:,5,sad
19:05:,78,happy
22:11:,3,neutral
15:50:,1,happy
18:40:,2,sad
20:44:,84,neutral
15:04:,1,neutral
19:54:,3,neutral
17:30:,1,neutral
21:31:,2,neutral
21:21:,1456,happy
21:51:,12,happy
17:37:,27,neutral
18:41:,1,happy
19:17:,7,happy
19:36:,1,neutral
20:10:,5,sad
18:55:,-3,neutral
23:17:,6,happy
18:03:,8,neutral
16:52:,4,neutral
20:49:,1,neutral
16:12:,3,neutral
18:02:,1,neutral
21:24:,1,sad
21:24:,1,happy
20:32:,5,happy
21:08:,21,happy
19:22:,6,sad
19:22:,1,happy
16:28:,2,neutral
17:28:,2,happy
19:18:,-1,neutral
16:53:,1,neutral
19:52:,12,sad
21:14:,0,neutral
23:34:,1,neutral
23:55:,16,neutral
19:46:,3,sad
21:00:,22,sad
17:20:,6,neutral
20:20:,2,happy
21:31:,1,sad
21:06:,1,happy
18:55:,1,sad
21:02:,1,neutral
21:33:,23,neutral
20:19:,1,sad
19:59:,1,sad
22:48:,1,happy
20:25:,7,happy
19:44:,41,happy
22:47:,7,sad
21:05:,-2,happy
21:43:,1,happy
23:01:,21,sad
21:46:,1,neutral
23:20:,11,neutral
21:53:,1,neutral
22:20:,1,neutral
19:05:,1,sad
20:46:,1,neutral
21:46:,13,happy
20:58:,0,neutral
21:12:,40,sad
21:43:,9,neutral
22:04:,126,neutral
20:21:,1,happy
21:47:,3,anger
20:32:,35,neutral
21:57:,1,neutral
22:55:,4,hate
21:50:,433,sad
17:44:,1,neutral
18:42:,2,neutral
21:19:,12,neutral
19:38:,2,sad
21:02:,2,neutral
19:41:,2,neutral
18:22:,1,sad
18:45:,1,happy
21:25:,6,neutral
19:22:,1,sad
20:16:,3,happy
20:54:,1,sad
20:41:,1,happy
21:05:,1,sad
19:21:,3,neutral
21:39:,20,neutral
19:43:,1,sad
22:29:,1,neutral
23:26:,1,neutral
21:53:,1,neutral
21:28:,5,sad
22:29:,2,neutral
19:36:,28,sad
19:54:,2,sad
20:53:,1,happy
18:45:,37,neutral
19:59:,1,sad
22:02:,1,sad
23:11:,1,neutral
22:02:,2,happy
22:35:,7,neutral
23:07:,3,sad
20:53:,13,sad
20:21:,1,sad
20:09:,1,happy
20:31:,1,neutral
20:38:,3,neutral
20:56:,1,sad
21:35:,19,neutral
20:58:,2,neutral
22:51:,1,hate
23:25:,1,sad
21:09:,2,sad
21:31:,9,hate
21:38:,8,neutral
16:37:,9,neutral
09:48:,7,neutral
20:08:,3,happy
22:27:,3,sad
22:13:,1,sad
19:38:,6,sad
23:37:,213,sad
22:35:,4,neutral
23:15:,4,neutral
21:25:,1,sad
22:34:,1,neutral
22:43:,-1,neutral
23:03:,2,sad
23:21:,13,happy
21:49:,49,sad
20:07:,7,neutral
20:22:,1,happy
21:00:,34,neutral
20:22:,24,neutral
20:22:,1,hate
19:56:,1,neutral
19:31:,19,neutral
19:34:,3,neutral
19:23:,11,sad
22:11:,5,neutral
21:23:,1,neutral
21:32:,3,happy
20:33:,3,happy
22:18:,1,sad
22:43:,1,neutral
00:34:,1,neutral
00:17:,1,sad
18:32:,2,neutral
00:04:,8,happy
22:39:,2,anger
23:34:,1,neutral
23:18:,1,neutral
22:42:,1,sad
21:46:,5,neutral
21:18:,1,sad
22:59:,19,neutral
23:03:,4,sad
22:33:,2,neutral
23:39:,3,happy
23:15:,0,neutral
23:13:,0,neutral
01:31:,24,neutral
19:38:,44,sad
21:53:,3,happy
21:07:,1,neutral
23:32:,1,neutral
23:48:,1,sad
23:00:,1,sad
00:19:,1,happy
01:40:,7,sad
13:56:,2,happy
21:57:,2,happy
22:46:,0,neutral
23:42:,1,neutral
00:24:,8,sad
00:11:,2,happy
02:15:,2,hate
22:55:,1,neutral
23:01:,11,neutral
23:19:,9,happy
00:05:,1,neutral
00:35:,1,sad
00:44:,1,neutral
01:36:,1,happy
17:38:,4,hate
22:07:,3,sad
21:43:,2,neutral
22:58:,2,neutral
23:31:,1,sad
00:21:,1,sad
23:12:,1,neutral
01:13:,9,sad
20:03:,2,neutral
18:30:,2,neutral
18:13:,10,sad
20:53:,0,neutral
19:49:,62,neutral
22:01:,19,sad
20:39:,5,neutral
21:48:,1,happy
00:56:,8,neutral
01:51:,3,neutral
23:43:,1,sad
22:43:,1,neutral
23:30:,3,sad
23:26:,0,sad
01:20:,2,sad
23:14:,2,sad
21:55:,5,sad
19:49:,-25,happy
23:15:,10,hate
13:08:,2,neutral
21:46:,-16,neutral
23:52:,1,sad
23:46:,9,happy
23:54:,24,neutral
23:04:,3,sad
22:51:,111,neutral
22:52:,1,happy
00:03:,13,neutral
00:24:,2,neutral
22:14:,3,neutral
22:50:,2,hate
23:48:,1,neutral
23:14:,1,happy
00:28:,1,neutral
23:36:,4,sad
23:11:,41,sad
22:43:,8,neutral
22:49:,2,neutral
01:08:,1,sad
21:42:,1,sad
